timestamp,price_open,price_high,price_low,price_close,volume_traded,trades_count,MACD,SMA,OBV,RSI,MFI,vader_pos,vader_neg,vader_neu,vader_compound,pos_count,neg_count,neu_count
2017/9/16,3699.89,3872.9,3500,3678.93,23158.22891,26604,211.1506766,3728.926,-75394.28043,45.17665858,3.443353452,0.083703297,0.045791209,0.870505495,0.094876923,34,19,38
2017/9/17,3669.07,3772.52,3463,3662.99,11770.21765,17384,209.8791096,3627.012,-87164.49808,46.74765162,18.08904597,0.11475,0.055875,0.829385417,0.13528125,46,21,29
2017/9/18,3662.95,4122.7,3659.42,4101.6,17207.59892,26773,244.8679416,3674.264,-69956.89915,52.65366414,18.70054697,0.100223301,0.048145631,0.851631068,0.097407767,41,19,43
2017/9/19,4102,4119.7,3848.35,3888.8,15278.93044,19816,227.892443,3806.466,-85235.82959,50.90295553,3.675048221,0.081366337,0.051386139,0.867247525,0.073507921,38,21,42
2017/9/20,3888.8,4050,3820.56,3874.46,11660.27181,14863,226.7485114,3841.356,-96896.10141,52.51113769,0,0.091613861,0.052594059,0.855811881,0.089578218,42,24,35
2017/9/21,3864,3914,3573,3617.05,17790.34877,19004,206.2143803,3828.98,-114686.4502,50.0884876,0,0.091278846,0.049144231,0.859576923,0.098946154,38,22,44
2017/9/22,3607.83,3761.84,3514,3612.18,15006.73845,17639,205.8258903,3818.818,-129693.1886,51.86035253,0,0.101134021,0.047865979,0.851010309,0.12324433,39,19,39
2017/9/23,3611.91,3810.25,3552,3779.17,10121.38538,15226,219.1470299,3754.332,-119571.8032,52.60344243,9.424790315,0.124835052,0.057216495,0.817958763,0.137934021,43,23,31
2017/9/24,3781.13,3783.25,3615,3664.22,6508.72499,13197,209.9772293,3709.416,-126080.5282,52.50491396,0,0.085244681,0.043457447,0.871308511,0.09992234,39,19,36
2017/9/25,3667.01,3968.59,3658.39,3918,14979.78226,19857,230.2217877,3718.124,-111100.746,54.38577607,0,0.087019802,0.032970297,0.879970297,0.134609901,40,17,44
2017/9/26,3920.66,3970,3850.61,3888.03,10008.86963,16661,227.8310185,3772.32,-121109.6156,55.70323248,12.23582486,0.09915,0.04025,0.86059,0.158716,45,17,38
2017/9/27,3883.95,4226.73,3870,4199.29,14979.6573,22364,252.660876,3889.742,-106129.9583,58.02072754,85.67124333,0.088443299,0.048721649,0.862814433,0.101238144,35,21,41
2017/9/28,4202.34,4270.01,4123.5,4184.84,9625.893847,17539,251.5081695,3970.876,-115755.8521,59.55766714,76.40449267,0.079704082,0.048846939,0.87144898,0.07089898,33,20,45
2017/9/29,4183.47,4227.62,4022.02,4164.82,12191.93065,19305,249.9111324,4070.996,-127947.7828,60.95623062,75.10041191,0.11262,0.04276,0.84464,0.158922,49,18,33
2017/9/30,4162.04,4349,4154.28,4326.09,7496.782499,11143,262.7759757,4152.614,-120451.0003,61.16836283,85.69901799,0.123277228,0.033881188,0.842831683,0.227241584,53,16,32
2017/10/1,4326.09,4377.22,4216,4377.22,7211.335136,10261,266.8547222,4250.452,-113239.6652,60.03989403,32.239865,0.098736842,0.033863158,0.8674,0.126661053,42,14,39
2017/10/2,4369.33,4453,4352,4391.48,8259.764271,13936,267.992272,4288.89,-104979.9009,58.44194773,39.56122826,0.078778947,0.050252632,0.870978947,0.062807368,36,21,38
2017/10/3,4391.41,4425,4218,4315.83,12456.53303,20403,261.9575142,4315.088,-117436.4339,58.74845391,48.51736886,0.096153061,0.05155102,0.85227551,0.129187755,40,18,40
2017/10/4,4315.73,4343,4170.07,4219.53,8518.992749,15767,254.2754629,4326.03,-125955.4267,58.64033685,76.73694566,0.101346939,0.048153061,0.850520408,0.130160204,37,16,45
2017/10/5,4219.74,4358.97,4137.96,4301.09,8419.962842,12934,260.7816737,4321.03,-117535.4638,57.99267156,90.77539814,0.097308511,0.045340426,0.857382979,0.118745745,38,14,42
2017/10/6,4301.09,4425,4278.4,4362.95,8377.30165,13702,265.7163746,4318.176,-109158.1622,57.0901038,89.24102076,0.089031579,0.063842105,0.847136842,0.109013684,35,23,37
2017/10/7,4356.09,4463,4312.82,4423.3,4646.225332,8969,270.5306196,4324.54,-104511.9368,56.19384547,95.67787831,0.091554348,0.027282609,0.881163043,0.140963043,35,11,46
2017/10/8,4422.72,4612,4404.5,4597.98,10083.86685,18114,284.4652065,4380.97,-94428.07,57.04867416,90.01027762,0.093597938,0.040185567,0.866237113,0.164545361,41,15,41
2017/10/9,4597.97,4865,4541,4764.7,12770.57133,20158,297.7648077,4490.004,-81657.49866,57.70165223,93.26190279,0.093319149,0.058989362,0.847680851,0.07306383,39,24,31
2017/10/10,4761.67,4909.97,4700,4749.29,11663.33354,16944,296.5355199,4579.644,-93320.8322,59.1871744,89.70720232,0.106871287,0.059554455,0.833564356,0.127213861,41,25,35
2017/10/11,4747.9,4869.78,4700,4822.01,9866.895622,17304,302.3365455,4671.456,-83453.93658,58.45936852,84.40843748,0.1180625,0.041864583,0.8400625,0.186534375,44,13,39
2017/10/12,4822.01,5445,4793.66,5445,19916.1704,28719,352.0337535,4875.796,-63537.76618,64.61950601,92.19249011,0.08324,0.03718,0.87959,0.147119,40,18,42
2017/10/13,5439.41,5846.43,5380,5653.6,27827.38029,36885,368.6742094,5086.92,-35710.3859,65.15627692,86.1581263,0.085207921,0.052009901,0.862752475,0.086153465,37,25,39
2017/10/14,5653.58,5817.34,5558.26,5801.29,8410.936231,16048,380.4557478,5294.238,-27299.44967,65.02984967,79.56051233,0.09070297,0.050584158,0.858712871,0.11439802,44,24,33
2017/10/15,5795.01,5830,5415,5679.7,11542.87216,19108,370.7562606,5480.32,-38842.32183,64.35485101,75.23521416,0.109237113,0.039979381,0.850793814,0.141109278,43,18,36
2017/10/16,5683.92,5807.11,5548,5745.72,9066.799745,20676,376.0228133,5665.062,-29775.52209,63.36911988,84.60544343,0.09727619,0.042009524,0.860733333,0.127592381,42,23,40
2017/10/17,5752.2,5776.31,5506.78,5597.31,9105.064467,20320,364.183839,5695.524,-38880.58655,62.25713595,95.56439422,0.11891,0.03261,0.84847,0.206361,52,14,34
2017/10/18,5591.97,5617.75,5101.36,5582.05,18957.95214,28232,362.9665171,5681.214,-57838.53869,63.69092844,95.92745289,0.113638095,0.038638095,0.84772381,0.173619048,52,19,34
2017/10/19,5572.64,5735.14,5512.06,5698.69,9919.838217,18879,372.2711324,5660.694,-47918.70047,63.29761238,95.95537043,0.076284314,0.044117647,0.879588235,0.075915686,33,18,51
2017/10/20,5700,6074,5589.8,5977.29,15109.06365,27144,394.4956339,5720.212,-32809.63682,64.66691357,97.85827959,0.087,0.043132653,0.869857143,0.135203061,41,17,40
2017/10/21,5977.26,6180,5871,6013.46,15357.42373,36006,397.38099,5773.76,-17452.21309,63.35896956,95.54191968,0.120329787,0.041989362,0.837680851,0.174710638,47,14,33
2017/10/22,6010.85,6071.07,5700,5969,12231.82954,32940,393.8343233,5848.098,-29684.04263,64.18014562,94.27172975,0.0818125,0.030166667,0.888010417,0.125476042,38,12,46
2017/10/23,5967.38,6045.34,5617.75,5871.17,15331.29674,29377,386.0302208,5905.922,-45015.33937,63.90971947,94.84220443,0.103744898,0.037479592,0.85877551,0.190943878,47,14,37
2017/10/24,5869.82,5870,5453.01,5523.4,17286.72374,34771,358.2878846,5870.864,-62302.06311,59.18831297,95.78728821,0.10187,0.0356,0.86254,0.134208,45,16,39
2017/10/25,5512.63,5748,5366,5735.88,12349.1067,21179,375.2378561,5822.582,-49952.95641,59.88810917,90.91157875,0.092171429,0.044066667,0.863742857,0.119805714,43,23,39
2017/10/26,5741.35,5988,5683,5890,11788.30259,21148,387.532329,5797.89,-38164.65382,59.88007438,61.63743896,0.113585859,0.041676768,0.844757576,0.139652525,45,18,36
2017/10/27,5889.99,5994.06,5674.06,5771.89,11911.042,25451,378.1104487,5758.468,-50075.69582,59.6427956,47.05991619,0.105360825,0.034505155,0.86014433,0.171786598,43,15,39
2017/10/28,5773.03,5875.66,5646.18,5730.69,5926.297372,11577,374.823839,5730.372,-56001.99319,60.70436668,61.76826198,0.119631579,0.039252632,0.841126316,0.188724211,44,17,34
2017/10/29,5731.7,6316.85,5683,6137.37,16086.62569,24105,407.2655484,5853.166,-39915.36749,63.29424744,58.8572258,0.099946237,0.069258065,0.830774194,0.088792473,36,24,33
2017/10/30,6133.01,6229.77,6024.03,6119.99,9574.531438,19664,405.8791096,5929.988,-49489.89893,64.69626869,69.4066835,0.106915789,0.035894737,0.857168421,0.157617895,41,12,42
2017/10/31,6120,6449.78,6072.81,6434.21,12877.34107,25408,430.9450926,6038.83,-36612.55786,65.98302797,90.44710458,0.098526316,0.034873684,0.866578947,0.126789474,38,14,43
2017/11/1,6434.24,6756.36,6340.01,6741.59,12967.22212,25757,455.4654344,6232.77,-23645.33574,67.04044034,79.0337294,0.116616162,0.067131313,0.816262626,0.125055556,46,22,31
2017/11/2,6745.04,7354.1,6700,7030,26514.65119,46945,478.4725,6492.632,2869.315454,67.81694758,56.58685525,0.081584906,0.047792453,0.870622642,0.079566038,40,20,46
2017/11/3,7030,7500,6925.22,7146.82,15999.7838,35292,487.7914743,6694.522,18869.09925,67.16153159,51.2826223,0.110247423,0.062793814,0.826958763,0.119339175,43,20,34
2017/11/4,7145.24,7569.9,6994,7388.83,9200.114618,18070,507.0971153,6948.29,28069.21387,67.55840868,58.0101378,0.113712766,0.051829787,0.834489362,0.137505319,44,21,29
2017/11/5,7388.79,7590,7275.16,7372.72,9218.326898,24234,505.8119871,7135.992,18850.88697,68.88185167,69.76145952,0.097088235,0.027666667,0.875254902,0.168762745,47,13,42
2017/11/6,7373.3,7421.39,6922.07,6967.68,19323.12876,37655,473.5011039,7181.21,-472.2417858,63.82269292,92.14677883,0.084188119,0.04539604,0.870415842,0.099670297,33,18,50
2017/11/7,6967.64,7244.69,6945,7130.28,11634.2653,25091,486.4720441,7201.266,11162.02351,63.5369909,94.32263952,0.083479592,0.063081633,0.853397959,0.066863265,36,28,34
2017/11/8,7131.38,7888,7080.01,7450.32,24648.57996,41887,512.0023005,7261.966,35810.60347,64.58216073,87.10627595,0.126913462,0.051480769,0.821634615,0.201384615,50,23,31
2017/11/9,7465.06,7490,7061.2,7148,14799.22347,29743,487.8856054,7213.8,21011.38,61.89467866,92.48318066,0.105628571,0.066180952,0.828133333,0.158575238,52,23,30
2017/11/10,7150.61,7343.18,6429.44,6588.18,26614.27605,44138,443.2275997,7056.892,-5602.89605,56.53843949,97.70644966,0.10372449,0.056571429,0.83972449,0.109637755,46,24,28
2017/11/11,6588.18,6820,6218,6355.13,14684.13944,29012,424.6367165,6934.382,-20287.03549,55.68470893,93.712472,0.098731959,0.060876289,0.84043299,0.108634021,46,24,27
2017/11/12,6355.13,6488.88,5555.55,5870.37,37315.15664,49976,385.9664031,6682.4,-57602.19213,52.36705723,83.16938308,0.100107843,0.071343137,0.828509804,0.0797,42,32,28
2017/11/13,5870.03,6775.75,5846,6525.17,27201.04211,50318,438.2011609,6497.37,-30401.15002,56.02906528,82.98018841,0.103747573,0.042572816,0.853669903,0.169087379,50,15,38
2017/11/14,6524.69,6750,6466.88,6609,12072.05309,27833,444.8884544,6389.57,-18329.09693,54.86652891,63.21503144,0.125970874,0.043864078,0.830203883,0.238709709,60,14,29
2017/11/15,6609,7350,6609,7294,16869.89791,31275,499.532329,6530.734,-1459.199021,58.22670466,48.44146409,0.098971698,0.052028302,0.84904717,0.161408491,51,21,34
2017/11/16,7294,7976.79,7120.85,7846.96,19272.37148,39873,543.6430983,6829.1,17813.17246,60.13196446,32.25322535,0.115216216,0.038351351,0.846459459,0.184759459,56,21,34
2017/11/17,7846.96,7997,7528.5,7674.99,17524.66629,42538,529.9246937,7190.024,288.5061621,60.24932964,29.73002112,0.119836364,0.041236364,0.838918182,0.211214545,58,17,35
2017/11/18,7675,7858,7431.54,7771.03,7310.497698,25584,537.5860042,7439.196,7599.00386,59.09622851,29.23675984,0.09119,0.04647,0.86232,0.132837,43,26,31
2017/11/19,7775.55,8087.35,7675,8016.58,8307.777509,24750,557.1740384,7720.712,15906.78137,58.96670353,43.57574575,0.124244898,0.037663265,0.838142857,0.224121429,52,13,33
2017/11/20,8016.58,8269.99,7900,8226.17,8179.457727,25458,573.8934686,7907.146,24086.2391,58.60750006,44.43000676,0.1038,0.034542857,0.861666667,0.162665714,50,17,38
2017/11/21,8226.14,8354.46,7770,8095.23,13686.51124,39961,563.4481125,7956.8,10399.72786,59.10940261,33.36090824,0.12108,0.04664,0.83227,0.200252,53,20,27
2017/11/22,8095.19,8310.89,8045.76,8214.69,8078.580801,28150,572.9776851,8064.74,18478.30866,58.15409946,39.84990442,0.100051546,0.047453608,0.852494845,0.198824742,48,19,30
2017/11/23,8214.69,8279.76,7980,7989,7811.7934,25336,554.9739245,8108.334,10666.51526,57.71533514,52.49697015,0.114901961,0.045813725,0.83927451,0.210605882,53,18,31
2017/11/24,7988.96,8340,7876,8199.19,9289.989257,35178,571.7412179,8144.856,19956.50452,57.435626,66.74487289,0.114474227,0.046,0.839536082,0.22795567,51,18,28
2017/11/25,8199.83,8737,8114.78,8717.99,11611.66638,28557,613.1269729,8243.22,31568.17089,59.27143963,84.96002866,0.117561224,0.032877551,0.849602041,0.223742857,52,12,34
2017/11/26,8718,9366.6,8538.2,9271.06,11864.8416,35226,657.2465171,8478.386,43433.0125,61.04363048,87.29320945,0.102262626,0.040191919,0.857575758,0.188478788,48,18,33
2017/11/27,9278.99,9721.7,9267,9708.07,13272.45254,49513,692.1077136,8777.062,56705.46504,61.91112948,93.95422682,0.093047619,0.051266667,0.855704762,0.141414286,51,27,27
2017/11/28,9708.06,9968,9582.25,9868.82,11214.92993,45752,704.9310755,9153.026,67920.39497,61.11994588,91.14589942,0.117644231,0.042548077,0.839846154,0.207898077,56,19,29
2017/11/29,9877.63,11395,9250,9824.68,33184.50074,96239,701.4099359,9478.124,34735.89423,62.43610496,90.59548316,0.09869,0.04237,0.85897,0.173519,52,18,30
2017/11/30,9833.7,10618.29,9000,9947.67,25433.39836,80092,711.2211039,9724.06,60169.29259,61.45113739,88.52361831,0.11542268,0.049082474,0.835463918,0.197530928,49,19,29
2017/12/1,9935,10949.89,9370.11,10840.45,16708.03225,57337,782.4400213,10037.938,76877.32483,64.89130776,96.71105025,0.1015,0.055377358,0.843103774,0.19154717,53,21,32
2017/12/2,10840.45,11200,10637.69,10872,9265.942055,40618,784.9568304,10270.724,86143.26689,63.36033854,96.24449484,0.086161905,0.038609524,0.875238095,0.172735238,48,14,43
2017/12/3,10875.68,11800.01,10513.16,11250,14238.52588,56115,815.1106766,10546.96,100381.7928,63.78903853,86.99681958,0.117632653,0.053969388,0.828387755,0.200183673,52,15,31
2017/12/4,11250,11613.07,10850,11613.07,13621.48197,55782,844.0735256,10904.638,114003.2747,64.09907609,94.28993305,0.110485981,0.039158879,0.850345794,0.18091215,49,17,41
2017/12/5,11613.07,11850,11384.25,11677,11824.02668,50649,849.1733547,11250.504,125827.3014,62.74588675,89.55678749,0.109669903,0.050941748,0.839378641,0.1693,55,19,29
2017/12/6,11676.99,13700,11659.8,13623.5,19784.87349,78463,1004.449708,11807.114,145612.1749,70.29481114,97.06739833,0.118586538,0.064576923,0.816846154,0.148003846,52,24,28
2017/12/7,13623,16615.62,13085.9,16599.99,25719.99503,114333,1241.890506,12952.712,171332.1699,77.39835076,96.95987518,0.11633,0.066,0.81765,0.149065,48,23,29
2017/12/8,16599.99,16666.66,13482.42,15800,25270.34134,111014,1178.07364,13862.712,146061.8286,73.12796842,96.4633249,0.082491228,0.049315789,0.868184211,0.148577193,49,26,39
2017/12/9,15799.87,15998.5,12701.05,14607.49,16587.39136,79043,1082.944637,14461.596,129474.4372,67.35009202,96.3428179,0.093465347,0.069128713,0.837415842,0.116387129,45,25,31
2017/12/10,14601.01,15385,13011,14691,18473.60194,78376,1089.606403,15064.396,147948.0392,65.9422733,95.90018239,0.094849558,0.042424779,0.862761062,0.143793805,49,19,45
2017/12/11,14690.99,17270,14677.19,16470,16593.40764,77565,1231.520933,15633.696,164541.4468,69.13267256,96.60304831,0.100567308,0.059615385,0.839855769,0.090354808,43,30,31
2017/12/12,16470,17428.42,15967.29,16650.01,13519.37936,93083,1245.880705,15643.7,178060.8262,67.99382274,82.47303983,0.09360396,0.048207921,0.85819802,0.14930297,47,19,35
2017/12/13,16650.01,17107.03,15497.69,16250,17153.2429,97050,1213.971075,15733.7,160907.5833,67.39190176,92.3937856,0.121373737,0.040565657,0.838050505,0.216843434,46,17,36
2017/12/14,16245.02,16830.45,15852.69,16404.99,13412.99613,93422,1226.33495,16093.2,174320.5794,66.1767206,94.68344739,0.0785,0.05452,0.86699,0.151666,43,21,36
2017/12/15,16404.99,17934,16337.19,17471.5,19041.49417,91631,1311.412671,16649.3,193362.0736,67.47382576,97.0451521,0.106193548,0.055075269,0.83872043,0.151191398,44,19,30
2017/12/16,17477.98,19377,17269.99,19187.78,9761.412553,79105,1448.323896,17192.856,203123.4861,70.06799746,95.44831433,0.132677778,0.056477778,0.810866667,0.215191111,48,17,25
2017/12/17,19187.78,19666,18465,18953,9749.303065,74305,1429.595007,17653.454,193374.1831,70.37783766,95.61188236,0.10049,0.0429,0.8566,0.174162,42,19,39
2017/12/18,18953,19220,17835.2,18940.57,14679.22257,71249,1428.60344,18191.568,178694.9605,71.83287512,96.22526204,0.128494737,0.051021053,0.820494737,0.256586316,61,16,18
2017/12/19,18940.58,19160.79,16831.26,17700,21543.6205,86781,1329.640591,18450.57,157151.34,67.0177409,93.39633188,0.088234694,0.045112245,0.866653061,0.150134694,43,18,37
2017/12/20,17700,17950,15343.04,16466.98,31176.82345,104971,1231.280021,18249.666,125974.5165,63.12172683,68.96904538,0.116990654,0.052037383,0.830990654,0.157852336,58,24,25
2017/12/21,16466.98,17281.17,15005,15600.01,20428.86695,93837,1162.120021,17532.112,105545.6496,61.27514804,78.1541165,0.123567308,0.052913462,0.823528846,0.233482692,59,20,25
2017/12/22,15600,15795.61,11159.93,14009.79,57468.01248,181616,1035.264865,16543.47,48077.6371,57.11163051,71.2165411,0.11190099,0.054871287,0.833227723,0.185554455,51,24,26
2017/12/23,13980,15756.22,13496.48,14619,21786.94754,95865,1083.862813,15679.156,69864.58463,56.90102196,76.96834089,0.086247525,0.048663366,0.865039604,0.11859505,47,21,33
2017/12/24,14619,14619.1,12488,14157.87,18519.67294,63641,1047.077514,14970.73,51344.9117,57.09927584,57.08637355,0.121383838,0.03720202,0.841383838,0.22550101,52,17,30
2017/12/25,14107.87,14650,13210,13911.28,11564.54433,39384,1027.406517,14459.59,39780.36736,58.02694521,30.50933901,0.121547368,0.069442105,0.809010526,0.139946316,44,24,27
2017/12/26,13925.5,16147.87,13746.95,15764.44,15056.20702,63473,1175.236944,14492.476,54836.57439,60.79070772,47.05409386,0.08809,0.04512,0.86678,0.140651,41,20,39
2017/12/27,15764.45,16480.52,14484,15364.93,15651.23524,83062,1143.367201,14763.504,39185.33915,61.12470794,42.47666264,0.092356436,0.045415842,0.862237624,0.176416832,52,19,30
2017/12/28,15390.05,15474.19,13500,14470.07,16604.62153,67295,1071.982358,14733.718,22580.71762,59.75033516,23.18352503,0.110323232,0.03510101,0.85459596,0.224046465,53,14,32
2017/12/29,14436.99,15111,13998,14340,13519.73613,70990,1061.606403,14770.144,9060.981492,61.06544985,10.69557621,0.086735294,0.037323529,0.875980392,0.185589216,43,15,44
2017/12/30,14351,14463.28,12050,12640,21759.22649,106522,925.9938675,14515.888,-12698.24499,57.14818142,0,0.1092,0.044495238,0.846295238,0.195245714,52,19,34
2017/12/31,12640,14296.06,12491.21,13880,11583.41865,52749,1024.911246,14139,-1114.826346,58.19149732,0,0.13164,0.05161,0.81677,0.258809,56,21,23
2018/1/1,13880,13941.75,12801.38,13443.41,7688.475017,35486,990.0835541,13754.696,-8803.301363,58.61755947,0,0.103969697,0.049686869,0.846393939,0.138982828,46,23,30
2018/1/2,13394.2,15257.53,12910.58,14678.94,16311.92133,66050,1088.644352,13796.47,7508.619971,59.52977801,0,0.11353125,0.048895833,0.83759375,0.190330208,48,20,28
2018/1/3,14670.96,15500,14546.28,15155.62,12275.0012,64073,1126.670107,13959.594,19783.62117,58.77877015,0,0.104950495,0.056386139,0.838643564,0.151747525,48,23,30
2018/1/4,15155.62,15430.27,14192.37,15143.67,15004.01859,81329,1125.71683,14460.328,4779.602575,60.52324306,63.21387955,0.116788462,0.045807692,0.837394231,0.227047115,60,18,26
2018/1/5,15143.67,17200,14810,16928,16234.81596,77487,1268.056546,15069.928,21014.41854,62.48086738,37.01430406,0.115855769,0.055375,0.828740385,0.184764423,53,24,27
2018/1/6,16927.99,17234.99,16220,17149.67,9503.654969,47698,1285.739622,15811.18,30518.07351,61.18585971,72.77512051,0.080589474,0.045115789,0.874305263,0.153791579,43,16,36
2018/1/7,17142.43,17149.97,15707.16,16124.02,8632.813843,47855,1203.921389,16100.196,21885.25967,59.62393332,74.99979891,0.097262626,0.051525253,0.851191919,0.18819899,50,23,26
2018/1/8,16173.98,16300,13900,14999.99,16676.43249,79829,1114.255178,16069.07,5208.827173,57.95797779,27.75662572,0.108859813,0.052280374,0.838878505,0.147514953,55,25,27
2018/1/9,14999.99,15367.18,14123.97,14403.51,13913.30882,70675,1066.672728,15921.038,-8704.481644,57.97688185,19.62390821,0.099019802,0.064079208,0.836881188,0.120194059,45,26,30
2018/1/10,14403.51,14900,13412,14890.02,18479.02881,83770,1105.482642,15513.442,9774.547168,57.24245386,55.87869992,0.100104762,0.05532381,0.844571429,0.178991429,52,24,29
2018/1/11,14899.99,14973.07,12800,13243.83,19630.07517,90683,974.1626424,14732.274,-9855.528003,54.3666223,48.6805245,0.099039604,0.055920792,0.845019802,0.133127723,43,24,34
2018/1/12,13249.99,14152.19,12807.27,13781.41,12718.12605,58244,1017.046517,14263.752,2862.598047,53.76769921,90.25439849,0.114232323,0.065252525,0.820505051,0.142343434,47,26,26
2018/1/13,13829.28,14619.1,13789.42,14197.78,7031.123845,38321,1050.261218,14103.31,9893.721893,52.91553032,90.4750918,0.117316832,0.053,0.829722772,0.183933663,51,26,24
2018/1/14,14197.78,14365.81,13072.22,13647.99,7306.214932,37045,1006.403326,13952.206,2587.50696,53.25228311,96.14678609,0.122591398,0.066322581,0.811096774,0.143352688,44,25,24
2018/1/15,13647.99,14394.36,13429.25,13607.04,9450.13245,40654,1003.13666,13695.61,-6862.625489,54.97544999,62.8014078,0.094852941,0.074039216,0.831117647,0.129439216,47,28,27
2018/1/16,13581.66,13607.04,10162,11386.34,38784.53509,131724,825.986802,13324.112,-45647.16058,50.78865933,19.37407274,0.094393939,0.053444444,0.852161616,0.131136364,40,23,36
2018/1/17,11393.97,11794.07,9222,11191.35,41331.52322,135593,810.4320441,12806.1,-86978.68381,52.13665766,25.69733975,0.10195,0.07398,0.82405,0.095176,43,31,26
2018/1/18,11199,12146,10693,11247.57,22194.27139,83348,814.9168304,12216.058,-64784.41241,50.42692556,9.388026013,0.093425743,0.046910891,0.859643564,0.141332673,44,21,36
2018/1/19,11290.9,12050.39,11025.18,11552,13204.01218,49681,839.2018447,11796.86,-51580.40024,49.38483055,0,0.080510204,0.051183673,0.868326531,0.133330612,45,18,35
2018/1/20,11560.82,13052.12,11515.94,12775.99,10320.45459,42263,936.8420726,11630.65,-41259.94564,50.76679054,0,0.133959596,0.046979798,0.819040404,0.255089899,57,17,25
2018/1/21,12782.99,12791.88,11100,11558.87,11598.72507,47832,839.7498789,11665.156,-52858.67071,49.4753539,0,0.125343137,0.051431373,0.823186275,0.241172549,58,20,24
2018/1/22,11558.87,11910.78,10028.41,10808.99,17064.20342,64536,779.9303917,11588.684,-69922.87413,49.44078121,0,0.117196078,0.038784314,0.844029412,0.257811765,60,10,32
2018/1/23,10810,11409.87,9927.54,10851.82,17233.1365,62278,783.3470299,11509.534,-52689.73764,47.70375526,0,0.132445545,0.04649505,0.821069307,0.235663366,57,20,24
2018/1/24,10848.99,11500,10488.13,11400.96,11572.78369,40392,827.1530698,11479.326,-41116.95395,47.37602371,11.63534533,0.120131313,0.036070707,0.843818182,0.213169697,52,17,30
2018/1/25,11400.98,11741.82,10868.57,11155.54,10212.84444,38871,807.5754059,11155.236,-51329.79839,48.59406175,12.29992099,0.11504902,0.050764706,0.834186275,0.179435294,49,18,35
2018/1/26,11140.01,11635,10263.32,11092.95,15061.62829,48899,802.5824715,11062.052,-66391.42667,50.27540464,0,0.113839623,0.05390566,0.832264151,0.20034717,59,27,20
2018/1/27,11093.74,11630.47,10815.84,11446.54,10302.13318,39815,830.7890812,11189.562,-56089.29349,49.42759522,4.841066224,0.104,0.062336735,0.833622449,0.153477551,50,26,22
