id,pred,truth
593,11350.630859375,11361.009999999998
594,11372.1669921875,11380.58
595,11344.4970703125,11353.48
596,11338.123046875,11348.03
597,11327.9521484375,11337.19
598,11348.1044921875,11358.93
599,11347.11328125,11358.22
600,11347.3173828125,11357.76
601,11358.8955078125,11368.93
602,11353.525390625,11363.92
603,11349.111328125,11358.07
604,11352.53125,11364.42
605,11354.251953125,11364.07
606,11357.390625,11367.149999999998
607,11367.7412109375,11378.55
608,11337.6923828125,11345.8
609,11351.150390625,11356.85
610,11298.15625,11308.34
611,11294.3369140625,11301.2
612,11301.4248046875,11309.6
613,11295.4248046875,11307.67
614,11310.01953125,11322.06
615,11365.7158203125,11375.93
616,11345.9228515625,11359.4
617,11343.775390625,11351.64
618,11325.234375,11334.55
619,11317.6552734375,11330.81
620,11313.8212890625,11323.87
621,11306.67578125,11318.92
622,11323.095703125,11332.5
623,11325.6630859375,11339.37
624,11352.53125,11364.24
625,11344.740234375,11359.37
626,11335.98828125,11344.07
627,11343.3359375,11353.25
628,11342.8876953125,11353.3
629,11335.544921875,11344.31
630,11342.4638671875,11353.409999999998
631,11341.0859375,11351.23
632,11342.3310546875,11355.14
633,11380.201171875,11390.11
634,11361.5,11367.28
635,11357.0224609375,11367.36
636,11353.8916015625,11356.97
637,11348.330078125,11360.0
638,11368.654296875,11379.5
639,11365.005859375,11375.0
640,11371.4443359375,11382.51
641,11368.3759765625,11378.94
642,11418.6943359375,11430.0
643,11395.9892578125,11403.75
644,11395.1123046875,11407.290000000003
645,11385.5888671875,11390.75
646,11398.0029296875,11401.9
647,11413.84375,11424.88
648,11403.2001953125,11416.77
649,11397.4609375,11408.31
650,11371.1748046875,11382.6
651,11326.8037109375,11340.15
652,11346.7216796875,11359.41
653,11328.84375,11337.999999999998
654,11307.0068359375,11321.09
655,11311.435546875,11321.99
656,11331.6337890625,11346.119999999999
657,11343.2392578125,11355.49
658,11360.9423828125,11373.130000000001
659,11363.7578125,11372.93
660,11348.1474609375,11356.2
661,11372.34375,11385.0
662,11366.7822265625,11378.03
663,11390.0654296875,11400.48
664,11375.123046875,11387.92
665,11389.3828125,11401.130000000001
666,11380.0234375,11393.449999999999
667,11377.9287109375,11387.98
668,11371.115234375,11382.65
669,11378.478515625,11388.06
670,11389.47265625,11401.63
671,11390.517578125,11401.19
672,11353.287109375,11361.85
673,11334.4296875,11341.709999999997
674,11365.7890625,11377.14
675,11368.5595703125,11376.13
676,11378.185546875,11389.43
677,11347.6025390625,11360.0
678,11349.8037109375,11360.0
679,11346.7587890625,11358.9
680,11332.2119140625,11340.58
681,11253.9814453125,11268.730000000001
682,11252.9033203125,11264.57
683,11239.2880859375,11250.000000000002
684,11258.4638671875,11269.05
685,11282.693359375,11289.85
686,11306.8427734375,11320.0
687,11481.5576171875,11495.12
688,11476.466796875,11490.73
689,11457.720703125,11473.23
690,11511.837890625,11525.1
691,11550.9560546875,11552.58
692,11561.9912109375,11571.63
693,11548.0703125,11556.32
694,11527.7861328125,11538.48
695,11553.5380859375,11561.59
696,11556.06640625,11563.120000000003
697,11547.2685546875,11558.23
698,11567.9013671875,11580.0
699,11541.5166015625,11553.14
700,11561.9013671875,11572.83
701,11556.9541015625,11563.82
702,11634.1337890625,11644.89
703,11684.2958984375,11692.87
704,11674.6201171875,11685.0
705,11651.87890625,11661.35
706,11554.8330078125,11562.11
707,11530.2568359375,11535.98
708,11522.759765625,11531.570000000002
709,11481.3837890625,11495.48
710,11476.38671875,11488.03
711,11493.8056640625,11508.89
712,11454.556640625,11466.5
713,11485.017578125,11493.98
714,11448.1240234375,11462.170000000002
715,11449.3505859375,11459.609999999999
716,11460.30078125,11471.59
717,11475.587890625,11486.91
718,11507.7568359375,11519.25
719,11501.84765625,11515.57
720,11482.5966796875,11495.13
721,11474.103515625,11484.59
722,11442.91796875,11451.84
723,11445.8359375,11457.88
724,11461.3623046875,11471.71
725,11483.953125,11496.58
726,11470.5595703125,11482.06
727,11467.40625,11475.78
728,11503.015625,11520.87
729,11516.5009765625,11525.0
730,11506.2392578125,11516.74
731,11485.017578125,11497.08
732,11480.7470703125,11492.22
733,11442.77734375,11452.33
734,11415.8134765625,11430.0
735,11355.013671875,11355.970000000001
736,11358.5498046875,11372.999999999998
737,11377.630859375,11387.64
738,11378.171875,11388.51
739,11383.427734375,11390.54
740,11375.17578125,11388.36
741,11393.138671875,11398.76
742,11381.0048828125,11389.88
743,11354.154296875,11365.53
744,11381.0234375,11395.91
745,11374.0986328125,11383.24
746,11398.626953125,11413.07
747,11378.2568359375,11391.309999999998
748,11420.4970703125,11434.74
749,11423.4091796875,11435.0
750,11445.509765625,11456.63
751,11438.5341796875,11450.28
752,11433.68359375,11442.28
753,11424.283203125,11439.85
754,11420.6298828125,11431.28
755,11419.4873046875,11427.980000000001
756,11442.3115234375,11453.04
757,11471.9345703125,11480.55
758,11435.359375,11444.48
759,11439.1767578125,11449.69
760,11435.0498046875,11446.91
761,11417.60546875,11426.59
762,11436.2939453125,11445.46
763,11380.89453125,11392.45
764,11403.1962890625,11416.69
765,11389.25,11395.73
766,11389.3427734375,11399.249999999998
767,11398.599609375,11411.66
768,11397.806640625,11410.0
769,11420.2607421875,11431.6
770,11399.896484375,11408.71
771,11407.099609375,11419.95
772,11417.912109375,11430.65
773,11437.8134765625,11445.52
774,11417.2021484375,11428.33
775,11412.3623046875,11424.0
776,11389.21484375,11401.97
777,11370.4482421875,11383.56
778,11402.6552734375,11416.4
779,11358.04296875,11369.91
780,11386.99609375,11402.3
781,11399.822265625,11408.440000000002
782,11406.146484375,11416.149999999998
783,11516.931640625,11530.73
784,11397.4033203125,11402.89
785,11380.314453125,11390.45
786,11391.671875,11401.29
787,11318.236328125,11327.15
788,11350.4658203125,11361.33
789,11334.833984375,11348.78
790,11329.6962890625,11344.5
791,11332.271484375,11343.68
792,11327.837890625,11337.74
793,11335.8056640625,11347.220000000001
794,11347.4375,11357.78
795,11340.0517578125,11352.54
796,11369.6962890625,11380.85
797,11375.630859375,11387.43
798,11388.41015625,11400.48
799,11369.8037109375,11380.01
800,11388.5,11398.07
801,11390.5390625,11401.809999999998
802,11393.494140625,11398.61
803,11420.861328125,11428.840000000002
804,11399.8212890625,11407.28
805,11391.5712890625,11399.170000000002
806,11376.78515625,11384.56
807,11384.892578125,11398.020000000002
808,11377.0009765625,11388.56
809,11362.048828125,11371.430000000002
810,11369.3330078125,11379.54
811,11375.630859375,11386.109999999999
812,11380.1298828125,11390.05
813,11385.67578125,11395.62
814,11376.923828125,11384.74
815,11397.8720703125,11411.6
816,11385.8388671875,11396.8
817,11393.9580078125,11406.170000000002
818,11380.4765625,11389.870000000003
819,11394.708984375,11405.19
820,11362.24609375,11370.55
821,11341.2412109375,11352.75
822,11316.98046875,11331.45
823,11297.6328125,11312.32
824,11314.0888671875,11324.519999999999
825,11322.849609375,11334.74
826,11327.849609375,11337.919999999998
827,11306.529296875,11317.62
828,11361.6767578125,11378.170000000002
829,11371.6103515625,11380.22
830,11354.556640625,11367.61
831,11394.49609375,11410.52
832,11377.662109375,11387.92
833,11383.5615234375,11396.41
834,11389.259765625,11398.51
835,11401.94921875,11410.42
836,11437.25,11447.830000000002
837,11386.3212890625,11389.75
838,11426.1279296875,11437.14
839,11464.240234375,11474.03
840,11459.33203125,11466.33
841,11466.0751953125,11476.07
842,11513.1044921875,11524.0
843,11522.185546875,11532.980000000001
844,11537.54296875,11540.0
845,11539.87890625,11547.449999999999
846,11498.83984375,11503.14
847,11496.4365234375,11500.84
848,11511.8427734375,11517.35
849,11477.0751953125,11484.99
850,11501.52734375,11508.32
851,11497.125,11511.11
852,11481.1357421875,11496.94
853,11498.1416015625,11510.21
854,11529.072265625,11538.27
855,11526.3642578125,11538.2
856,11520.4375,11533.139999999998
857,11512.2529296875,11525.1
858,11492.8447265625,11501.24
859,11502.7158203125,11515.379999999997
860,11261.73046875,11263.43
861,11268.169921875,11275.51
862,11314.453125,11322.75
863,11343.5625,11349.09
864,11334.6484375,11345.519999999999
865,11327.8935546875,11339.749999999998
866,11327.1513671875,11338.89
867,11304.79296875,11317.390000000001
868,11314.47265625,11327.46
869,11300.0146484375,11310.3
870,11252.8515625,11262.1
871,11245.5830078125,11254.91
872,11283.9814453125,11296.53
873,11294.6318359375,11305.97
874,11316.5390625,11327.38
875,11361.3935546875,11370.63
876,11361.654296875,11370.38
877,11367.2470703125,11374.78
878,11353.369140625,11367.0
879,11343.060546875,11353.0
880,11373.4384765625,11385.79
881,11324.9052734375,11336.92
882,11304.9560546875,11315.36
883,11328.048828125,11337.449999999999
884,11340.3544921875,11346.959999999997
885,11335.0732421875,11347.81
886,11337.666015625,11350.68
887,11325.8525390625,11340.62
888,11354.2158203125,11368.0
889,11361.0087890625,11373.96
890,11346.4248046875,11360.0
891,11312.3837890625,11320.85
892,11286.7919921875,11296.69
893,11312.4873046875,11319.93
894,11310.0478515625,11319.89
895,11325.5078125,11340.07
896,11341.6904296875,11346.94
897,11345.234375,11351.75
898,11319.228515625,11329.01
899,11312.626953125,11321.86
900,11287.86328125,11298.24
901,11294.8388671875,11306.1
902,11316.890625,11323.6
903,11322.9619140625,11334.759999999998
904,11332.576171875,11346.18
905,11342.1943359375,11351.64
906,11323.4921875,11332.51
907,11354.23828125,11368.7
908,11341.3134765625,11355.0
909,11340.9189453125,11355.44
910,11339.3662109375,11346.5
911,11354.1298828125,11363.2
912,11370.44140625,11381.98
913,11346.6630859375,11358.61
914,11339.9765625,11355.77
915,11343.5869140625,11353.590000000002
916,11338.056640625,11347.76
917,11313.5478515625,11322.92
918,11315.7451171875,11324.2
919,11330.630859375,11338.15
920,11337.8720703125,11350.3
921,11345.623046875,11356.67
922,11336.296875,11348.51
923,11333.28125,11346.1
924,11328.55859375,11341.159999999998
925,11350.119140625,11361.98
926,11319.515625,11331.780000000002
927,11317.7265625,11330.72
928,11323.890625,11333.869999999999
929,11347.4365234375,11362.73
930,11345.5751953125,11353.44
931,11325.267578125,11340.12
932,11327.849609375,11339.46
933,11319.0439453125,11328.03
934,11312.962890625,11327.4
935,11334.2119140625,11344.71
936,11336.6328125,11350.5
937,11336.4228515625,11349.63
938,11351.2451171875,11361.28
