10620.010742,10578.540000
10636.848633,10553.660000
10661.781250,10669.630000
10830.697266,10795.000000
10686.266602,10606.330000
10684.463867,10669.140000
10944.229492,10925.200000
11105.430664,11052.000000
11373.930664,11301.200000
11396.367188,11372.930000
11567.687500,11535.980000
11479.005859,11427.980000
11469.992188,11428.840000
11524.794922,11511.110000
11362.121094,11321.860000
11390.035156,11365.800000
11549.646484,11519.970000
11802.541016,11764.140000
11956.292969,11921.110000
12959.465820,12802.670000
13051.044922,12983.260000
12942.198242,12941.590000
13150.658203,13122.730000
13170.040039,13039.090000
13097.613281,13066.730000
13724.531250,13647.900000
13294.233398,13274.730000
13528.250977,13468.440000
13590.715820,13562.130000
13942.973633,13816.080000
13777.037109,13762.000000
13555.750000,13563.720000
14045.113281,14041.580000
14157.333008,14160.590000
15625.205078,15605.040000
15717.112305,15598.090000
14902.266602,14838.970000
15504.913086,15489.150000
15391.199219,15332.040000
15416.137695,15313.650000
15833.328125,15707.890000
16296.225586,16300.000000
16406.218750,16335.580000
16092.870117,16086.340000
16046.914062,15975.490000
16766.255859,16724.620000
17722.435547,17680.630000
17850.619141,17785.950000
17865.087891,17825.470000
18679.128906,18687.650000
18811.910156,18725.000000
18321.718750,18435.200000
18447.552734,18383.350000
19151.093750,19160.850000
18937.505859,18732.430000
17115.197266,17160.090000
17177.900391,17154.390000
17744.488281,17730.770000
18152.783203,18192.030000
19628.476562,19700.190000
18802.554688,18771.430000
19128.326172,19226.550000
19358.103516,19448.400000
18755.316406,18673.760000
19065.789062,19162.160000
19320.591797,19380.580000
19175.011719,19173.500000
18440.333984,18316.430000
18423.533203,18556.640000
18265.136719,18250.300000
18000.914062,18040.020000
18846.703125,18815.630000
19172.826172,19162.360000
19188.070312,19274.330000
19290.990234,19434.870000
21178.984375,21365.700000
22871.279297,22814.240000
22932.451172,23136.140000
23652.582031,23842.990000
23445.773438,23470.850000
22681.943359,22732.010000
23584.017578,23835.100000
23221.898438,23247.710000
23542.173828,23726.280000
24430.970703,24705.150000
26178.007812,26466.280000
26463.306641,26259.600000
26750.472656,27037.910000
26849.529297,27370.000000
28575.580078,28881.300000
28606.000000,28992.790000
29080.816406,29402.640000
31754.679688,32216.530000
33025.597656,33097.830000
30868.193359,32005.880000
33172.335938,34039.050000
35986.441406,36849.940000
38841.089844,39510.490000
39410.187500,40667.070000
39301.437500,40239.060000
37136.285156,38173.730000
34282.960938,35455.580000
34021.832031,34035.020000
36288.996094,37393.490000
38420.480469,39134.350000
36027.781250,36756.570000
35671.496094,36000.000000
34991.640625,35819.250000
36000.761719,36616.950000
35654.406250,35917.620000
34579.476562,35496.910000
30916.375000,30818.180000
32102.187500,32992.060000
31955.353516,32117.490000
31740.562500,32288.830000
32317.935547,32261.220000
31819.314453,32504.530000
30117.324219,30424.620000
32748.798828,33484.870000
34490.394531,34249.640000
