,timestamp,high,low,Volume BTC,negatives,neutrals,positives,closing price on the next timestamp
0,2017-01-01 01:00:00,966.99,964.6,102.60180572,0,2,5,964.35
1,2017-01-01 02:00:00,966.6,962.54,148.95350889,2,5,1,963.97
2,2017-01-01 03:00:00,965.75,961.99,94.22244094,0,0,1,960.6
3,2017-01-01 04:00:00,964.71,960.53,77.63082471,1,0,0,963.46
4,2017-01-01 05:00:00,963.64,961.44,46.79906305,0,8,6,963.74
5,2017-01-01 06:00:00,964.0,962.8,53.57625839,0,2,0,964.76
6,2017-01-01 07:00:00,964.99,963.74,26.43478439,0,0,0,964.96
7,2017-01-01 08:00:00,964.98,964.76,6.354253330000001,0,0,0,964.98
8,2017-01-01 09:00:00,964.99,964.96,31.02692581,1,1,0,965.6
9,2017-01-01 10:00:00,965.62,964.98,49.15391791,1,1,0,973.98
10,2017-01-01 11:00:00,974.77,965.01,345.13127735,0,3,0,975.0
11,2017-01-01 12:00:00,975.0,970.72,363.79811411,0,0,0,972.51
12,2017-01-01 13:00:00,975.8,972.5,211.87023145,0,2,1,974.1
13,2017-01-01 14:00:00,974.1,972.5,41.59824105,0,1,5,976.0
14,2017-01-01 15:00:00,976.0,973.2,175.51525582,0,0,1,977.49
15,2017-01-01 16:00:00,977.92,974.62,255.42271857,1,6,0,993.0
16,2017-01-01 17:00:00,993.0,976.22,1249.24290696,1,4,1,990.81
17,2017-01-01 18:00:00,994.12,981.57,403.77996704,1,8,3,995.94
18,2017-01-01 19:00:00,998.0,991.96,436.55931563,3,5,7,996.0
19,2017-01-01 20:00:00,997.03,992.49,229.58551824,0,2,2,999.44
20,2017-01-01 21:00:00,1001.64,996.0,1362.93966931,2,3,9,1002.99
21,2017-01-01 22:00:00,1003.97,997.31,445.85382915,0,4,0,1002.5
22,2017-01-01 23:00:00,1004.88,1000.0,310.02865915,0,0,2,997.8
23,2017-01-02 00:00:00,1005.0,994.39,391.73186604,0,1,2,997.69
24,2017-01-02 01:00:00,999.89,996.89,119.8964117,0,0,0,998.53
25,2017-01-02 02:00:00,998.53,997.68,79.44524337,0,3,1,1004.76
26,2017-01-02 03:00:00,1005.0,998.44,578.94169146,0,0,0,1005.66
27,2017-01-02 04:00:00,1005.75,1004.55,166.64776462999998,1,3,2,1005.73
28,2017-01-02 05:00:00,1005.73,1003.55,145.64123312,0,3,2,1003.2
29,2017-01-02 06:00:00,1005.8,1003.2,69.99678822,0,0,0,1005.0
30,2017-01-02 07:00:00,1005.0,1002.8,72.948867,0,1,0,1005.59
31,2017-01-02 08:00:00,1005.95,1004.76,74.76344645,0,0,1,1006.06
32,2017-01-02 09:00:00,1006.53,1004.94,189.03923815,2,15,0,1015.0
33,2017-01-02 10:00:00,1015.0,1006.06,770.2959868400001,1,0,1,1020.0
34,2017-01-02 11:00:00,1024.0,1014.59,526.81027617,0,1,2,1024.95
35,2017-01-02 12:00:00,1024.95,1015.98,656.29558315,2,0,13,1023.3
36,2017-01-02 13:00:00,1025.0,1020.55,160.64796529,0,1,2,1015.41
37,2017-01-02 14:00:00,1024.99,998.72,793.40465711,1,3,0,1022.5
38,2017-01-02 15:00:00,1024.89,1013.23,282.36062767,2,1,3,1026.65
39,2017-01-02 16:00:00,1030.0,1021.88,420.70332081,1,3,1,1025.7
40,2017-01-02 17:00:00,1032.0,1025.5,440.6228658,2,5,1,1022.9
41,2017-01-02 18:00:00,1025.7,1022.0,220.60457705,2,1,1,1011.3
42,2017-01-02 19:00:00,1023.89,1010.0,364.6182828,1,1,0,1009.88
43,2017-01-02 20:00:00,1014.88,1009.12,500.76120469,0,0,0,1018.47
44,2017-01-02 21:00:00,1018.48,990.01,797.73073806,0,0,1,1012.0
45,2017-01-02 22:00:00,1018.84,1008.49,190.84472159,0,0,0,1016.8
46,2017-01-02 23:00:00,1017.77,1011.97,376.06724352,0,0,10,1012.02
47,2017-01-03 00:00:00,1016.7,1011.25,160.34705889,0,6,2,1019.26
48,2017-01-03 01:00:00,1020.0,1013.37,286.51098638,0,0,1,1024.94
49,2017-01-03 02:00:00,1024.99,1018.71,191.79991561,0,1,2,1014.56
50,2017-01-03 03:00:00,1029.92,999.99,1508.36373582,0,0,0,1023.5
51,2017-01-03 04:00:00,1023.93,1014.65,187.96686953,1,2,1,1023.03
52,2017-01-03 05:00:00,1024.96,1023.0,99.03742865,0,25,1,1020.06
53,2017-01-03 06:00:00,1023.61,1020.0,238.47637926,0,3,0,1014.19
54,2017-01-03 07:00:00,1020.06,1009.89,297.27380677,0,0,0,1013.95
55,2017-01-03 08:00:00,1014.31,1009.08,154.1677173,3,1,0,1016.0
56,2017-01-03 09:00:00,1018.73,1012.06,182.85465516,0,0,0,1017.86
57,2017-01-03 10:00:00,1020.95,1015.15,424.18876139,0,1,0,1020.28
58,2017-01-03 11:00:00,1022.51,1015.15,315.62552849,0,0,0,1023.49
59,2017-01-03 12:00:00,1024.0,1020.0,252.2104194,1,0,349,1023.75
60,2017-01-03 13:00:00,1026.5,1022.6,531.75265713,0,2,1,1019.98
61,2017-01-03 14:00:00,1023.75,1019.97,387.09409854,0,3,4,1017.96
62,2017-01-03 15:00:00,1020.0,1015.23,177.72656147,1,0,0,1019.51
63,2017-01-03 16:00:00,1024.6,1015.24,205.11238863,0,0,12,1020.32
64,2017-01-03 17:00:00,1020.99,1018.54,263.39311793,0,0,0,1019.88
65,2017-01-03 18:00:00,1020.98,1019.42,35.68165845,0,1,0,1021.0
66,2017-01-03 19:00:00,1021.0,1019.51,220.77122539,3,0,1,1016.73
67,2017-01-03 20:00:00,1021.48,1016.21,707.04502783,0,1,1,1017.85
68,2017-01-03 21:00:00,1020.28,1016.19,267.36657306,0,9,1,1021.45
69,2017-01-03 22:00:00,1021.5,1017.12,360.72747754,0,0,0,1022.99
70,2017-01-03 23:00:00,1023.63,1019.04,377.96739954,217,2,0,1035.74
71,2017-01-04 00:00:00,1039.0,1022.82,1416.3697521,1,2,49,1032.04
72,2017-01-04 01:00:00,1038.5,1032.04,283.97820062,0,0,1,1034.47
73,2017-01-04 02:00:00,1035.41,1028.56,359.414581,0,4,0,1038.45
74,2017-01-04 03:00:00,1041.0,1033.5,621.06763195,1,1,2,1041.53
75,2017-01-04 04:00:00,1042.0,1036.67,262.26895549,0,2,0,1042.64
76,2017-01-04 05:00:00,1046.0,1038.35,316.25215207,3,2,0,1047.79
77,2017-01-04 06:00:00,1054.72,1041.24,667.51107743,7,1,1,1047.04
78,2017-01-04 07:00:00,1049.99,1038.35,391.89998272,0,1,1,1056.46
79,2017-01-04 08:00:00,1057.0,1047.03,305.74609016,1,3,0,1053.03
80,2017-01-04 09:00:00,1057.0,1052.62,446.02206481,0,1,0,1065.0
81,2017-01-04 10:00:00,1065.0,1053.42,741.68252138,11,0,0,1078.0
82,2017-01-04 11:00:00,1078.0,1062.91,755.48521879,2,5,1,1081.66
83,2017-01-04 12:00:00,1089.19,1070.03,1164.31345883,3,2,0,1090.0
84,2017-01-04 13:00:00,1090.47,1077.2,904.84213256,1,4,0,1098.0
85,2017-01-04 14:00:00,1098.76,1082.41,1303.92012124,0,5,0,1084.05
86,2017-01-04 15:00:00,1098.58,1059.73,1624.99846876,1,1,0,1089.92
87,2017-01-04 16:00:00,1090.0,1083.73,775.4891948,3,2,0,1096.58
88,2017-01-04 17:00:00,1098.77,1085.66,815.55309017,2,8,4,1127.45
89,2017-01-04 18:00:00,1129.9,1094.5,2175.70170782,2,1,5,1133.35
90,2017-01-04 19:00:00,1139.89,1123.02,1215.11501879,7,1,1,1117.01
91,2017-01-04 20:00:00,1135.0,1092.1,2615.44977052,1,0,1,1083.77
92,2017-01-04 21:00:00,1127.93,1083.73,1406.88033256,0,1,0,1090.0
93,2017-01-04 22:00:00,1104.98,1078.0,888.99830851,1,3,0,1125.68
94,2017-01-04 23:00:00,1129.8,1091.0,956.53948625,0,1,2,1113.97
95,2017-01-05 00:00:00,1130.82,1103.57,580.16169632,2,0,6,1090.07
96,2017-01-05 01:00:00,1113.95,1086.5,372.13300053,1,4,3,1110.0
97,2017-01-05 02:00:00,1110.0,1086.5,556.38265826,1,3,2,1105.19
98,2017-01-05 03:00:00,1117.87,1097.63,364.83117658,1,2,0,1116.39
99,2017-01-05 04:00:00,1124.0,1103.32,581.76359224,0,1,2,1118.05
100,2017-01-05 05:00:00,1119.22,1116.39,161.14729372,4,5,2,1120.12
101,2017-01-05 06:00:00,1124.0,1110.0,465.29233092,0,0,0,1117.94
102,2017-01-05 07:00:00,1120.48,1116.39,189.47119643,0,89,5,1109.0
103,2017-01-05 08:00:00,1117.94,1105.59,173.52486052,0,2,0,1136.48
104,2017-01-05 09:00:00,1136.72,1105.6,1310.50621455,0,3,1,1070.5
105,2017-01-05 10:00:00,1136.48,1050.0,3009.68921727,1,5,12,1088.58
106,2017-01-05 11:00:00,1115.0,1070.02,1334.85300878,2,1,0,1085.8
107,2017-01-05 12:00:00,1106.92,1085.05,806.3170387499999,13,1,0,991.82
108,2017-01-05 13:00:00,1093.18,982.0,5218.69630855,9,0,1,952.0
109,2017-01-05 14:00:00,1014.96,885.41,8567.65316387,0,1,2,958.98
110,2017-01-05 15:00:00,970.97,940.0,2048.86703307,1,3,0,990.0
111,2017-01-05 16:00:00,996.0,947.01,1367.88339223,4,0,4,955.0
112,2017-01-05 17:00:00,992.0,933.19,2531.12277602,0,0,0,965.94
113,2017-01-05 18:00:00,970.51,951.05,1051.60983725,0,1,1,981.13
114,2017-01-05 19:00:00,984.99,964.06,783.38525745,0,2,0,958.65
115,2017-01-05 20:00:00,983.92,937.0,914.86557415,10,1,1,969.9
116,2017-01-05 21:00:00,977.81,951.8,873.97897104,0,0,0,975.0
117,2017-01-05 22:00:00,975.0,961.0,1110.16897836,2,0,1,1007.0
118,2017-01-05 23:00:00,1009.99,970.95,1361.48864092,1,0,1,1004.74
119,2017-01-06 00:00:00,1025.03,987.06,851.8386404500001,0,2,1,1020.98
120,2017-01-06 01:00:00,1020.98,999.82,253.00209567,0,0,6,1010.26
121,2017-01-06 02:00:00,1026.99,1010.25,437.30118306,0,1,0,960.01
122,2017-01-06 03:00:00,1019.01,955.01,835.97665899,0,1,0,984.96
123,2017-01-06 04:00:00,987.48,957.86,337.28535747,0,0,2,969.92
124,2017-01-06 05:00:00,985.93,953.11,489.5402696,1,1,1,980.06
125,2017-01-06 06:00:00,989.43,969.92,262.49891984,0,0,0,980.96
126,2017-01-06 07:00:00,984.46,970.15,214.26979555,0,1,0,981.53
127,2017-01-06 08:00:00,989.97,974.11,489.00541365,0,1,35,960.43
128,2017-01-06 09:00:00,985.53,937.21,1470.92084859,0,0,1,934.08
129,2017-01-06 10:00:00,964.33,905.0,1918.27052648,0,0,0,920.11
130,2017-01-06 11:00:00,944.44,911.0,1453.05013782,1,1,0,902.0
131,2017-01-06 12:00:00,928.46,871.0,5187.66524595,0,1,0,890.0
132,2017-01-06 13:00:00,901.98,880.0,1136.77023571,1,4,2,901.96
133,2017-01-06 14:00:00,905.0,885.6,1668.91835739,6,4,0,902.78
134,2017-01-06 15:00:00,904.99,878.0,2089.88309448,2,0,0,912.0
135,2017-01-06 16:00:00,917.97,902.78,1578.43023599,1,1,1,902.74
136,2017-01-06 17:00:00,919.99,901.15,1582.00579243,1,1,0,915.09
137,2017-01-06 18:00:00,915.09,902.21,695.64399255,1,0,2,892.48
138,2017-01-06 19:00:00,918.51,880.01,1214.36210666,0,10,0,890.81
139,2017-01-06 20:00:00,902.99,885.91,562.67372031,0,0,2,884.5
140,2017-01-06 21:00:00,893.98,880.0,954.63590763,0,2,0,894.43
141,2017-01-06 22:00:00,905.73,885.07,961.22500568,0,0,0,890.61
142,2017-01-06 23:00:00,895.52,881.37,1171.73666814,0,2,19,895.5
143,2017-01-07 00:00:00,895.78,879.4,945.45227184,0,7,2,884.45
144,2017-01-07 01:00:00,900.16,884.41,549.46136816,2,3,0,865.03
145,2017-01-07 02:00:00,895.99,856.42,1164.62328297,0,0,0,848.21
146,2017-01-07 03:00:00,866.53,827.94,2361.15289805,0,43,0,835.94
147,2017-01-07 04:00:00,853.0,825.0,1270.02475961,0,1,6,837.04
148,2017-01-07 05:00:00,842.02,821.22,1380.06978262,0,0,2,827.71
149,2017-01-07 06:00:00,849.96,827.62,484.72637914,0,0,0,825.83
150,2017-01-07 07:00:00,836.42,825.43,370.80591392,0,0,0,825.93
151,2017-01-07 08:00:00,833.75,820.0,725.24760162,0,5,0,814.85
152,2017-01-07 09:00:00,832.63,813.18,927.4610319,2,0,0,879.53
153,2017-01-07 10:00:00,887.0,812.28,1799.37758776,0,0,1,883.35
154,2017-01-07 11:00:00,884.44,864.54,1270.31171858,2,4,6,874.01
155,2017-01-07 12:00:00,883.99,869.46,258.65721475,0,0,0,883.05
156,2017-01-07 13:00:00,897.8,874.01,1009.79159836,0,0,0,869.1
157,2017-01-07 14:00:00,884.02,861.33,1029.25126811,0,0,0,887.78
158,2017-01-07 15:00:00,891.35,869.13,438.78311611,0,0,3,888.08
159,2017-01-07 16:00:00,888.84,879.9,289.09745644000003,0,0,2,895.51
160,2017-01-07 17:00:00,905.0,888.73,1615.05038947,2,0,0,901.94
161,2017-01-07 18:00:00,906.0,896.42,585.98719428,0,0,0,893.31
162,2017-01-07 19:00:00,905.0,881.59,744.8460671500001,0,2,0,884.33
163,2017-01-07 20:00:00,899.65,882.0,399.86433611,0,1,1,887.19
164,2017-01-07 21:00:00,891.12,882.02,383.08224192,0,2,1,889.77
165,2017-01-07 22:00:00,895.0,879.98,522.18932019,0,0,0,897.42
166,2017-01-07 23:00:00,904.99,887.19,432.15395268,1,1,1,906.22
167,2017-01-08 00:00:00,907.05,892.14,388.95450171,0,3,7,899.46
168,2017-01-08 01:00:00,906.88,892.57,167.10508157,0,0,0,898.86
169,2017-01-08 02:00:00,901.55,895.74,127.43509955,0,0,1,915.0
170,2017-01-08 03:00:00,915.0,898.86,545.96352387,1,0,0,917.55
171,2017-01-08 04:00:00,920.4,913.49,308.38021427,0,0,0,937.28
172,2017-01-08 05:00:00,938.0,916.2,506.63330641,0,2,1,930.11
173,2017-01-08 06:00:00,941.81,919.25,634.59217141,0,0,0,935.0
174,2017-01-08 07:00:00,939.86,925.03,413.14736394,0,0,0,929.37
175,2017-01-08 08:00:00,940.0,926.07,611.72367071,0,1,0,930.15
176,2017-01-08 09:00:00,933.81,921.52,438.17154495,0,0,0,929.79
177,2017-01-08 10:00:00,934.98,928.61,367.26259115,0,0,0,927.7
178,2017-01-08 11:00:00,930.98,925.15,193.59425368,0,0,1,905.03
179,2017-01-08 12:00:00,928.74,898.0,459.58958843,0,0,0,908.04
180,2017-01-08 13:00:00,916.02,906.45,245.75249759,0,0,0,914.88
181,2017-01-08 14:00:00,924.83,908.32,193.42365125,0,13,0,917.84
182,2017-01-08 15:00:00,921.09,913.8,223.58782683,0,0,2,904.0
183,2017-01-08 16:00:00,915.24,892.46,904.65242057,0,0,0,896.92
184,2017-01-08 17:00:00,906.0,895.49,610.09623782,0,0,4,905.22
185,2017-01-08 18:00:00,910.91,881.3,865.99939075,0,3,0,901.68
186,2017-01-08 19:00:00,908.0,900.0,300.32831943,0,0,0,900.29
187,2017-01-08 20:00:00,907.94,895.01,163.36502728,0,0,0,908.33
188,2017-01-08 21:00:00,909.73,897.05,192.87722539,0,0,0,906.56
189,2017-01-08 22:00:00,914.3,904.58,118.62500549,1,0,0,910.66
190,2017-01-08 23:00:00,912.0,900.01,174.89551666,0,0,1,909.8
191,2017-01-09 00:00:00,912.0,905.11,170.09801108000002,0,0,3,884.48
192,2017-01-09 01:00:00,912.87,884.28,403.33322019,0,0,0,886.0
193,2017-01-09 02:00:00,895.81,875.0,1133.33255244,0,0,0,887.9
194,2017-01-09 03:00:00,892.0,879.21,143.93939054999998,0,0,0,888.77
195,2017-01-09 04:00:00,891.98,884.84,63.4504268,0,0,0,884.65
196,2017-01-09 05:00:00,888.99,880.42,25.63622139,0,2,0,894.41
197,2017-01-09 06:00:00,899.56,885.01,317.4148246,0,3,1,894.27
198,2017-01-09 07:00:00,898.69,890.04,107.56935542,0,0,1,884.91
199,2017-01-09 08:00:00,897.0,883.17,349.45138431,0,1,0,889.95
200,2017-01-09 09:00:00,889.96,882.8,356.9270697,0,0,0,882.74
201,2017-01-09 10:00:00,888.56,879.94,350.11848826,9,12,2,900.56
202,2017-01-09 11:00:00,905.0,880.98,586.11166471,0,0,0,901.43
203,2017-01-09 12:00:00,908.63,899.5,426.13311154,1,25,0,905.51
204,2017-01-09 13:00:00,910.58,899.5,583.91087028,0,103,0,902.45
205,2017-01-09 14:00:00,908.91,901.28,245.32841374,0,0,2,900.47
206,2017-01-09 15:00:00,902.62,896.04,272.6703447,0,0,0,901.79
207,2017-01-09 16:00:00,904.0,897.77,176.85849677,0,0,1,888.5
208,2017-01-09 17:00:00,900.95,888.11,776.83189111,0,0,0,888.0
209,2017-01-09 18:00:00,894.54,888.0,120.4729735,0,1,0,887.48
210,2017-01-09 19:00:00,889.99,884.98,218.07754145,0,0,0,894.14
211,2017-01-09 20:00:00,894.29,883.98,518.76032343,2,0,0,892.98
212,2017-01-09 21:00:00,897.63,885.24,408.5475702,0,14,1,891.9
213,2017-01-09 22:00:00,895.27,889.0,352.53470774,0,1,1,896.48
214,2017-01-09 23:00:00,896.48,887.33,234.49278732,0,2,0,896.06
215,2017-01-10 00:00:00,899.99,892.54,544.3055445900001,0,0,0,904.72
216,2017-01-10 01:00:00,904.72,894.89,267.62326989,0,3,0,906.15
217,2017-01-10 02:00:00,909.99,901.01,359.30543198,1,0,2,902.41
218,2017-01-10 03:00:00,907.5,902.41,192.24091633,1,1,0,899.69
219,2017-01-10 04:00:00,906.17,894.93,375.90018514,0,0,1,895.62
220,2017-01-10 05:00:00,900.0,891.59,215.25016647,0,1,0,894.23
221,2017-01-10 06:00:00,898.89,889.41,170.87223466,0,1,2,893.9
222,2017-01-10 07:00:00,897.03,890.41,331.60548812,0,1,0,898.03
223,2017-01-10 08:00:00,900.09,893.1,201.90214132,0,1,0,901.75
224,2017-01-10 09:00:00,905.19,899.12,308.10876555,0,5,1,907.0
225,2017-01-10 10:00:00,907.0,900.17,221.11298479,0,1,2,909.79
226,2017-01-10 11:00:00,912.47,905.88,268.19250213,0,0,0,902.33
227,2017-01-10 12:00:00,909.8,895.93,370.72332407,0,0,0,904.36
228,2017-01-10 13:00:00,907.38,899.5,541.58505152,0,0,0,901.9
229,2017-01-10 14:00:00,907.99,900.85,383.27458316,0,0,1,899.99
230,2017-01-10 15:00:00,904.77,898.25,972.63661898,0,1,1,903.76
231,2017-01-10 16:00:00,904.43,898.85,712.44846598,0,1,0,903.52
232,2017-01-10 17:00:00,903.8,900.24,340.34515586000003,0,0,2,904.0
233,2017-01-10 18:00:00,905.0,902.51,122.29584421,0,1,0,903.08
234,2017-01-10 19:00:00,905.0,902.56,23.16380529,0,1,0,904.11
235,2017-01-10 20:00:00,904.99,900.0,189.02203776,0,3,1,906.5
236,2017-01-10 21:00:00,907.0,899.18,350.22458899000003,0,0,0,905.0
237,2017-01-10 22:00:00,908.0,902.2,624.93787358,0,0,0,904.97
238,2017-01-10 23:00:00,907.99,903.51,366.55440714,0,2,3,904.08
239,2017-01-11 00:00:00,907.99,901.55,626.25338857,0,0,0,906.13
240,2017-01-11 01:00:00,907.96,904.07,424.73652261,0,5,5,909.33
241,2017-01-11 02:00:00,909.33,905.63,574.92532498,0,4,0,908.51
242,2017-01-11 03:00:00,909.4,908.46,275.79820663,0,1,2,908.36
243,2017-01-11 04:00:00,909.34,906.91,67.93257714,0,1959,0,908.8
244,2017-01-11 05:00:00,908.89,906.13,285.23450853,0,0,0,914.32
245,2017-01-11 06:00:00,916.2,908.8,661.3500532099999,0,0,1,911.72
246,2017-01-11 07:00:00,918.4,909.03,215.15580077,0,2,0,910.69
247,2017-01-11 08:00:00,913.39,909.05,56.54686077,0,0,1,910.4
248,2017-01-11 09:00:00,911.5,906.9,623.19952836,0,2,0,868.48
249,2017-01-11 10:00:00,910.69,845.0,3900.16439719,0,0,0,868.0
250,2017-01-11 11:00:00,875.52,860.01,1407.03196911,0,0,0,826.0
251,2017-01-11 12:00:00,868.17,825.05,2758.83638492,1,0,2,808.75
252,2017-01-11 13:00:00,828.0,790.0,3808.32018908,0,0,4,816.76
253,2017-01-11 14:00:00,820.02,790.0,2779.61741482,0,0,2,811.96
254,2017-01-11 15:00:00,818.97,799.77,3274.8917772,1,1,6,794.96
255,2017-01-11 16:00:00,812.75,790.59,1532.39098961,0,1,0,805.32
256,2017-01-11 17:00:00,809.95,791.0,1451.84679518,1,0,0,775.12
257,2017-01-11 18:00:00,804.33,755.0,3481.09177281,0,0,1,773.45
258,2017-01-11 19:00:00,783.35,762.0,1466.41513174,0,0,0,802.07
259,2017-01-11 20:00:00,825.99,772.24,3281.99384391,0,0,0,785.73
260,2017-01-11 21:00:00,803.0,780.0,1315.43967146,0,1,0,788.96
261,2017-01-11 22:00:00,794.91,780.0,836.51689277,0,0,1,788.34
262,2017-01-11 23:00:00,797.6,783.98,705.02657598,0,0,7,777.56
263,2017-01-12 00:00:00,792.0,775.11,714.21902742,0,1,0,759.0
264,2017-01-12 01:00:00,782.37,755.0,1760.14771968,0,1,0,765.53
265,2017-01-12 02:00:00,776.27,755.05,546.40440256,0,0,68,762.0
266,2017-01-12 03:00:00,777.9,757.9,882.09562125,0,0,0,770.02
267,2017-01-12 04:00:00,775.18,758.01,665.9239471,4,0,12,762.25
268,2017-01-12 05:00:00,772.92,762.25,894.66096648,0,0,0,761.39
269,2017-01-12 06:00:00,763.24,758.04,469.44493035,0,0,1,764.52
270,2017-01-12 07:00:00,768.58,756.51,638.19339145,1,1,1,758.24
271,2017-01-12 08:00:00,765.31,751.34,652.37744735,0,0,0,762.03
272,2017-01-12 09:00:00,768.86,753.5,709.12226047,0,1,0,758.91
273,2017-01-12 10:00:00,764.21,754.27,558.0425817299999,0,0,0,780.77
274,2017-01-12 11:00:00,780.79,758.8,581.7692972,0,0,0,768.25
275,2017-01-12 12:00:00,782.0,756.0,845.07899229,0,0,2,770.99
276,2017-01-12 13:00:00,771.0,766.73,285.74402243000003,0,0,0,779.95
277,2017-01-12 14:00:00,781.43,770.97,378.14159462,0,0,2,779.97
