,timestamp,high,low,Volume BTC,negatives,neutrals,positives,closing price on the next timestamp
278,2017-01-12 15:00:00,781.8,777.44,577.42183384,0,1,2,794.85
279,2017-01-12 16:00:00,798.98,779.97,982.49834899,1,2,2,807.01
280,2017-01-12 17:00:00,811.34,794.18,1401.48424233,0,0,0,806.74
281,2017-01-12 18:00:00,808.53,801.0,380.77748888,0,0,2,806.97
282,2017-01-12 19:00:00,807.06,802.0,549.20956732,0,0,1,818.51
283,2017-01-12 20:00:00,822.0,806.31,590.65259097,1,0,0,819.46
284,2017-01-12 21:00:00,825.0,814.0,1019.18425955,1,1,1,829.33
285,2017-01-12 22:00:00,830.0,818.99,666.46668572,19,1,0,815.99
286,2017-01-12 23:00:00,832.99,803.0,933.89265348,0,1,0,805.77
287,2017-01-13 00:00:00,818.0,800.0,426.44116036,9,49,3,811.67
288,2017-01-13 01:00:00,811.69,805.77,245.17183757,0,0,146,809.18
289,2017-01-13 02:00:00,812.0,809.18,346.02297459,0,0,0,809.82
290,2017-01-13 03:00:00,811.97,808.64,172.62131857,1,1,1,790.01
291,2017-01-13 04:00:00,809.82,786.57,394.9491745,0,0,0,788.82
292,2017-01-13 05:00:00,790.35,778.97,306.08585103,10,3,0,785.88
293,2017-01-13 06:00:00,788.82,778.09,314.34454262,1,1,1,789.89
294,2017-01-13 07:00:00,790.03,782.68,476.21837472,0,2,0,776.02
295,2017-01-13 08:00:00,789.94,775.0,520.36706783,5,1,0,786.88
296,2017-01-13 09:00:00,796.04,776.01,651.2536413299999,0,13,0,795.73
297,2017-01-13 10:00:00,801.35,786.77,442.28555172,0,0,3,797.18
298,2017-01-13 11:00:00,803.62,791.8,520.06574974,0,3,0,802.68
299,2017-01-13 12:00:00,804.76,796.98,409.23551817,0,0,0,797.55
300,2017-01-13 13:00:00,801.83,792.22,401.37948669,6,0,3,806.5
301,2017-01-13 14:00:00,806.91,797.56,508.46488528,13,0,2,811.84
302,2017-01-13 15:00:00,812.86,802.71,329.47342694,0,1,0,817.95
303,2017-01-13 16:00:00,825.0,812.34,1461.72537939,0,3,0,827.07
304,2017-01-13 17:00:00,831.4,817.95,1122.64108054,0,0,0,826.03
305,2017-01-13 18:00:00,827.27,817.0,685.77025193,0,24,0,826.49
306,2017-01-13 19:00:00,826.5,819.75,224.89912206,0,1,0,821.37
307,2017-01-13 20:00:00,829.0,819.0,261.61788424,0,2,0,820.0
308,2017-01-13 21:00:00,828.39,818.08,475.64761821,0,0,0,827.82
309,2017-01-13 22:00:00,831.38,821.25,541.67634435,0,0,0,821.09
310,2017-01-13 23:00:00,830.88,821.0,434.63098505,0,0,0,825.98
311,2017-01-14 00:00:00,828.3,821.09,165.27243295,0,0,0,833.02
312,2017-01-14 01:00:00,836.88,825.56,426.14496714,1,4,1,837.14
313,2017-01-14 02:00:00,837.76,827.44,346.39518065,0,1,1,826.05
314,2017-01-14 03:00:00,837.1,824.1,434.34140514,0,0,0,820.93
315,2017-01-14 04:00:00,826.16,818.55,237.99386021,0,12,0,823.62
316,2017-01-14 05:00:00,824.89,819.12,106.89113399,0,0,6,822.0
317,2017-01-14 06:00:00,824.59,820.81,274.76732045,0,5,0,821.14
318,2017-01-14 07:00:00,822.0,817.0,120.30938143,0,0,0,821.49
319,2017-01-14 08:00:00,821.93,819.09,86.97362500999999,0,1,0,831.48
320,2017-01-14 09:00:00,832.0,820.0,474.79009273,0,1,0,827.87
321,2017-01-14 10:00:00,831.9,825.43,282.28886801,2,0,2,826.94
322,2017-01-14 11:00:00,827.88,825.77,96.52097391,0,0,0,834.6
323,2017-01-14 12:00:00,834.61,827.33,306.75405249,0,0,0,835.98
324,2017-01-14 13:00:00,837.01,830.93,284.4366063,0,4,0,825.0
325,2017-01-14 14:00:00,835.99,822.5,433.89711225,0,0,8,825.02
326,2017-01-14 15:00:00,829.02,824.97,267.20010879,0,3,0,831.45
327,2017-01-14 16:00:00,832.01,825.67,150.65377433,0,1,1,830.18
328,2017-01-14 17:00:00,831.87,828.09,98.32254788,0,0,2,829.17
329,2017-01-14 18:00:00,830.05,826.99,110.39144474,0,2,0,831.86
330,2017-01-14 19:00:00,831.86,828.57,112.42843813,0,1,1,825.94
331,2017-01-14 20:00:00,831.82,825.29,224.2692074,1,0,0,827.22
332,2017-01-14 21:00:00,830.11,825.06,413.40235323,0,0,0,819.06
333,2017-01-14 22:00:00,830.07,816.0,686.1511133500001,0,1,0,816.01
334,2017-01-14 23:00:00,822.99,810.0,509.4289534,0,0,0,819.55
335,2017-01-15 00:00:00,821.68,815.84,135.8656095,0,0,1,819.78
336,2017-01-15 01:00:00,822.31,818.54,77.59219736,0,1,0,819.66
337,2017-01-15 02:00:00,822.0,819.15,145.02139421,0,0,0,817.62
338,2017-01-15 03:00:00,820.71,816.8,75.41997744,4,0,1,821.84
339,2017-01-15 04:00:00,822.0,816.59,175.39455501999998,3,0,0,819.64
340,2017-01-15 05:00:00,822.97,819.0,132.94329416,9,0,0,815.0
341,2017-01-15 06:00:00,822.76,815.0,83.98296262,0,0,0,815.63
342,2017-01-15 07:00:00,816.99,810.55,184.3688868,0,2,0,815.0
343,2017-01-15 08:00:00,816.97,811.0,324.08952066,0,0,0,815.7
344,2017-01-15 09:00:00,817.0,812.18,231.38798132,0,1,19,819.87
345,2017-01-15 10:00:00,819.87,812.19,120.31353112,0,0,0,820.44
346,2017-01-15 11:00:00,823.45,819.0,356.71671446,1,0,0,817.0
